IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
getNextPvId(),,,null,Maori - Ngati Kahungunu ki Tamatea,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Kahungunu ki Tamakinui a Rua,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Pahauwera,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Rakaipaaka,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Te Atiawa (Taranaki),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Maru (Taranaki),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Mutunga (Taranaki),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Nga Rauru,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Nga Ruahine,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Ruanui,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Tama (Taranaki),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Taranaki,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Tangahoe,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Pakakohi,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Apa (Rangitlkei),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Te Ati Haunui-a-Paparangi,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Haua (Taumarunui),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Hauiti,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Te Atiawa (Te Whanganui-a-Tara/Wellington),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Muaupoko,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Rangitane (Manawatu),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Raukawa (Horowhenua/Manawatu),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Toarangatira (Te Whanganui-a-Tara/Wellington),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Te Atiawa ki Whakarongotai,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Kauwhata,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Te Atiawa (Te Waipounamu/South Island),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Koata,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Kuia,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Kati Mamoe,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Moriori,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Mutunga (Wharekauri/Chatham Islands),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Rangitane (Te Waipounamu/South Island),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Rarua,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngai Tahu / Kai Tahu,Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Tama (Te Waipounamu/South Island),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Toarangatira (Te Waipounamu/South Island),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Waitaha (Te Waipounamu/South Island),Ethnicity_PID,0
getNextPvId(),,,null,Maori - Ngati Apa ki Te Ra To,Ethnicity_PID,0
